@RELATION images

@ATTRIBUTE left_quad_std NUMERIC
@ATTRIBUTE left_quad_mean NUMERIC
@ATTRIBUTE right_quad_std NUMERIC
@ATTRIBUTE right_quad_mean NUMERIC
@ATTRIBUTE low_left_quad_std NUMERIC
@ATTRIBUTE low_left_quad_mean NUMERIC
@ATTRIBUTE low_right_quad_std NUMERIC
@ATTRIBUTE low_right_quad_mean NUMERIC
@ATTRIBUTE cent_vert_strip_std NUMERIC
@ATTRIBUTE cent_vert_strip_mean NUMERIC
@ATTRIBUTE cent_hor_strip_std NUMERIC
@ATTRIBUTE cent_hor_strip_mean NUMERIC
@ATTRIBUTE cent_box_std NUMERIC
@ATTRIBUTE cent_box_mean NUMERIC
@ATTRIBUTE left_right_top_mean_dif NUMERIC
@ATTRIBUTE global_min NUMERIC
@ATTRIBUTE global_max NUMERIC
@ATTRIBUTE global_std NUMERIC
@ATTRIBUTE global_mean NUMERIC
@ATTRIBUTE eye_dif_val NUMERIC
@ATTRIBUTE class {0,1}

@DATA
62.6603937944,153.345679012,59.9810161504,147.135802469,41.8105590387,95.024691358,44.9679999348,89.950617284,78.1863318814,154.947368421,22.226609293,208.368421053,62.1929776464,137.308641975,6.20987654321,8,244,63.423479841,127.393351801,40.6666666667,1
32.233080806,213.938271605,34.1905728982,217.358024691,32.3472669481,209.222222222,22.6739948884,217.839506173,20.5124109448,233.368421053,7.98197415163,239.842105263,26.8207028072,220.395061728,3.41975308642,79,252,30.4320366438,216.819944598,120.047619048,1
33.6180886997,209.50617284,36.8681333845,211.555555556,35.2877431028,206.098765432,23.8266743378,213.765432099,20.8145751193,232.736842105,7.87541495191,239.368421053,25.1419563642,220.259259259,2.04938271605,70,251,32.5499795728,212.850415512,120.166666667,1
37.598193343,208.407407407,33.0361004868,213.543209877,32.7677439247,205.580246914,27.1018727654,213.790123457,19.8255550131,232.0,8.33043347514,239.157894737,26.0229987502,219.839506173,5.13580246914,68,251,32.5792265895,212.889196676,119.69047619,1
44.0199619404,87.3456790123,46.7722204259,69.3703703704,31.3581462037,87.7777777778,31.8856409926,70.8148148148,66.8591358329,125.473684211,54.2852831508,119.947368421,56.6137976561,100.037037037,17.975308642,16,246,44.0718344702,82.9833795014,31.6666666667,1
37.2422749662,150.024691358,34.1995319644,150.50617284,43.727366824,103.938271605,45.8529886773,114.185185185,61.1557205882,170.368421053,23.651439316,175.631578947,40.9843223397,150.62962963,0.481481481481,28,236,47.3935927999,133.950138504,58.880952381,1
43.7966508307,88.4320987654,42.1669373093,65.5432098765,29.7270620266,88.0740740741,28.1350576015,67.4567901235,67.461736359,128.421052632,55.2480179763,117.157894737,55.8972891554,99.2469135802,22.8888888889,12,246,42.8377487788,81.6897506925,31.3095238095,1
38.4031391607,83.037037037,47.8766259812,72.5679012346,31.1963558774,84.8518518519,30.5995767195,71.7530864198,66.1345476536,118.105263158,54.4003320016,119.157894737,55.6509797764,99.9259259259,10.4691358025,25,246,42.094860393,81.8587257618,31.7142857143,1
57.7933739634,123.0,71.4308611996,145.049382716,31.5340640506,138.530864198,37.4072525768,150.135802469,55.4233267889,167.789473684,29.6263901225,203.473684211,62.7991332627,137.148148148,22.049382716,2,242,54.3049747883,143.817174515,47.8571428571,1
55.8583845281,121.703703704,69.4023235772,142.691358025,30.4252890986,138.407407407,34.7910127899,144.827160494,56.4737577868,166.368421053,29.2471557914,200.842105263,62.6510964323,135.975308642,20.987654321,4,241,52.5555429766,141.565096953,44.880952381,1
55.0144762094,122.555555556,69.1918071222,143.0,28.9570894869,132.925925926,37.8849041909,151.234567901,54.7773635436,165.578947368,29.930205053,201.842105263,61.4615268326,137.24691358,20.4444444444,9,242,52.7968796521,142.04432133,46.1904761905,1
53.507674012,168.87654321,57.2680506882,106.666666667,47.3928636385,176.87654321,51.9863980428,158.209876543,53.5989002244,192.0,9.24280059727,239.789473684,61.9740519276,179.790123457,62.2098765432,22,252,61.0694046166,159.038781163,40.7142857143,1
50.0516727353,165.87654321,57.7284795488,107.12345679,45.3420470928,174.888888889,49.3450041188,152.308641975,53.0995510986,189.263157895,7.82601670048,238.736842105,60.9494857321,179.271604938,58.7530864198,30,252,59.1850529838,156.498614958,40.5952380952,1
54.8461622077,166.481481481,55.8036681833,105.222222222,43.9627913504,167.962962963,50.8478398724,156.419753086,52.6259997043,191.631578947,12.4751276091,236.052631579,60.2924691155,179.419753086,61.2592592593,25,252,59.6248421319,155.559556787,40.3333333333,1
68.3142902302,91.5185185185,73.0163264988,91.5432098765,40.1813788947,90.8888888889,34.6281221476,72.6790123457,84.4368668742,134.684210526,49.7457246315,119.315789474,65.8367293204,96.7160493827,0.0246913580247,13,250,59.5225288317,90.5013850416,43.3095238095,1
67.4098380605,95.012345679,65.7584106549,85.6790123457,39.6577262809,91.9259259259,34.0080322599,70.5061728395,83.799622501,135.210526316,52.0858017882,117.263157895,64.002314773,95.0,9.33333333333,13,248,57.4563723221,89.6343490305,44.0238095238,1
36.5377456709,145.925925926,34.3565629638,156.49382716,42.2207602086,101.555555556,45.8926834423,115.901234568,59.0147171653,172.0,21.9408673951,178.578947368,41.4712325669,150.160493827,10.5679012346,30,239,47.4981795007,134.465373961,58.6904761905,1
63.079422675,87.5432098765,74.0633531336,95.049382716,40.5283389518,87.5061728395,33.4844084448,73.6790123457,83.5853769236,129.894736842,48.0887913755,119.684210526,65.1995564966,97.9259259259,7.50617283951,13,247,58.0992621898,89.6288088643,42.9761904762,1
63.3565259679,141.333333333,72.1022555387,156.925925926,53.2269543789,128.950617284,49.2472400944,123.765432099,66.0376372161,154.631578947,11.358182524,242.789473684,73.5805617691,150.271604938,15.5925925926,22,253,64.4872250138,143.87534626,34.4523809524,1
60.284634518,137.098765432,69.5324534225,152.419753086,54.3593299025,131.432098765,44.8127775614,118.012345679,67.3051923678,158.105263158,12.6631185194,237.526315789,73.0989145142,149.259259259,15.3209876543,25,252,62.5346073261,141.085872576,37.0476190476,1
63.085779514,139.75308642,68.4489536754,154.333333333,49.6963895927,121.851851852,50.3913839005,126.358024691,65.6436700127,144.473684211,11.2638956964,238.421052632,71.6454738393,149.987654321,14.5802469136,20,254,62.8065084172,141.163434903,32.380952381,1
70.9323391571,129.617283951,75.5170562771,142.296296296,56.9483624735,103.086419753,54.239349428,105.283950617,82.8120054995,145.473684211,18.1805350844,226.684210526,75.7464626009,131.320987654,12.6790123457,7,249,70.4585254098,126.670360111,40.9523809524,1
67.5305956164,126.037037037,72.6035705985,138.259259259,57.6352573765,105.679012346,48.8705851757,98.7530864198,84.8176469905,146.421052632,16.9979630522,223.736842105,75.0108684906,129.75308642,12.2222222222,7,248,68.2255450285,123.972299169,41.4761904762,1
69.2251252785,127.259259259,72.0053555223,139.283950617,52.3809629511,94.987654321,55.5962320224,107.814814815,80.1129742467,136.736842105,18.2535239265,223.578947368,73.1639457859,131.222222222,12.024691358,9,247,68.516838646,123.592797784,39.9285714286,1
37.4143048687,110.49382716,50.5725276385,140.271604938,21.4522221622,121.271604938,28.9948673382,191.62962963,45.7617580973,161.421052632,32.2463680877,171.473684211,47.0685808492,142.259259259,29.7777777778,39,249,47.5684305023,143.376731302,42.5,1
37.4336541584,109.925925926,47.1780039887,136.296296296,22.966666368,119.62962963,30.0548703106,185.160493827,46.4042217967,158.736842105,36.4403660383,175.684210526,46.9731103783,141.654320988,26.3703703704,37,252,46.2692124215,140.617728532,42.4285714286,1
34.8675242354,106.691358025,47.7360649889,137.691358025,23.068105233,118.382716049,27.8468168113,188.75308642,44.0261820868,160.894736842,29.219391732,172.263157895,45.7886072665,142.345679012,31.0,38,250,46.5935583154,140.664819945,41.8333333333,1
42.6542262957,150.728395062,38.5691302503,157.950617284,41.5549100248,103.679012346,44.5795306465,119.543209877,59.8263414871,175.421052632,23.508235134,175.684210526,43.7310056313,147.716049383,7.22222222222,30,248,48.827068115,137.191135734,58.1904761905,1
55.4952045312,167.382716049,57.3587368354,166.888888889,48.1568937926,110.0,46.1558990512,107.580246914,79.0742839504,166.684210526,26.5793121392,210.473684211,61.6514854211,153.395061728,0.493827160494,22,249,61.8313987872,143.002770083,55.3571428571,1
54.0321614444,165.209876543,56.4296125594,163.086419753,48.3539035111,112.456790123,44.4237297405,102.296296296,75.1961055749,164.421052632,26.2823998702,207.842105263,60.537640974,152.691358025,2.12345679012,21,248,60.5517090187,140.770083102,56.3571428571,1
54.1216291257,164.098765432,55.9834495542,166.567901235,46.2139844406,102.345679012,46.5352090579,110.827160494,77.9373994123,163.842105263,24.7394175591,210.526315789,59.5531319246,153.358024691,2.46913580247,19,247,61.131115126,141.058171745,54.3571428571,1
56.387328933,168.777777778,61.3838011286,142.320987654,64.9691284713,145.444444444,64.655163751,127.135802469,70.7071522906,178.157894737,27.3627524494,197.736842105,50.5393709302,165.283950617,26.4567901235,0,254,64.0462263325,150.094182825,64.380952381,1
52.722690188,169.49382716,57.2537516184,136.395061728,64.8660914159,144.086419753,61.6895408583,124.407407407,66.7472596883,176.473684211,26.6614145336,195.105263158,48.5462491042,163.950617284,33.0987654321,1,254,61.8808101032,147.781163435,65.3571428571,1
55.7196342469,162.037037037,58.7680334521,141.814814815,63.2187204461,141.617283951,63.1941459014,127.135802469,73.1691017542,177.578947368,30.3897125034,195.210526316,47.559750722,165.345679012,20.2222222222,2,253,62.4173513742,147.44598338,64.2142857143,1
44.1994723348,133.75308642,45.9832080045,125.962962963,44.6498477162,148.654320988,45.5692173967,158.802469136,47.8772669122,185.368421053,27.1221715275,194.578947368,44.5249100128,156.432098765,7.79012345679,32,233,48.2948435054,146.614958449,52.0238095238,1
42.9579853793,133.716049383,44.7969661426,123.814814815,44.1035002228,146.358024691,44.749815121,154.518518519,49.4330740382,182.052631579,27.2446594426,190.789473684,42.968266311,155.728395062,9.9012345679,29,232,47.2113140348,144.274238227,52.2619047619,1
41.9845487288,131.62962963,44.1762725619,127.012345679,43.8923146377,144.395061728,44.7799510683,155.87654321,47.9147442306,183.421052632,27.2301161286,190.684210526,43.1394134468,155.419753086,4.61728395062,45,232,46.7017855675,144.454293629,50.380952381,1
75.1421961472,142.654320988,69.6414883519,102.37037037,53.1488005581,89.9135802469,36.6097742106,56.3456790123,94.3940582195,139.157894737,50.5218199754,185.578947368,75.8470492628,107.12345679,40.2839506173,1,253,71.6706178684,104.185595568,45.380952381,1
41.5864009698,149.580246914,37.7195306631,152.049382716,42.4639747079,102.654320988,43.6775816472,115.814814815,60.6000466251,172.052631579,24.4331866407,173.421052632,42.4943400662,147.691358025,2.46913580247,30,240,48.1642232877,134.246537396,58.7619047619,1
74.356371545,140.716049383,65.226763769,98.012345679,54.852492334,93.2839506173,35.0489804681,53.8395061728,91.7556673622,136.947368421,51.7273911162,175.473684211,74.5902161852,106.580246914,42.7037037037,1,253,69.9453361087,102.318559557,43.6428571429,1
72.5134257996,140.024691358,70.2332972982,103.777777778,49.7043231303,85.4567901235,39.1937258773,59.3333333333,94.9795429206,135.210526316,49.3486662305,186.842105263,74.7055450255,107.086419753,36.2469135802,2,253,70.3934917653,103.440443213,42.9285714286,1
58.9141442337,175.987654321,39.3373243579,172.790123457,44.2681207445,178.987654321,43.3942837505,135.530864198,31.4483263452,205.947368421,29.2275436443,215.473684211,43.7719527086,190.938271605,3.1975308642,14,247,50.4558097452,170.36565097,97.5952380952,1
57.8981441172,172.049382716,39.8884055284,167.432098765,44.341269131,177.555555556,41.3503549181,133.0,26.0526847421,205.315789474,29.5121928885,212.631578947,42.0071847013,190.62962963,4.61728395062,19,245,49.8074802835,167.207756233,98.880952381,1
53.9448989822,176.481481481,36.3161111614,168.320987654,41.9972273927,175.382716049,43.2123985155,132.814814815,35.6630118682,203.210526316,28.6323529307,215.631578947,41.6519352102,191.172839506,8.16049382716,25,246,48.5094350808,167.91966759,96.6904761905,1
56.7956653227,95.7407407407,42.2364101496,77.7530864198,29.9173530075,79.962962963,19.4784535036,67.5185185185,59.2575953265,120.105263158,45.0464211165,136.631578947,45.3855740042,87.5679012346,17.987654321,19,222,44.5758713908,85.0,38.1428571429,1
55.2770991404,95.5308641975,39.9818012251,76.4567901235,32.8989437046,81.1728395062,16.2696752261,65.6296296296,56.2081115192,117.736842105,46.783819444,131.894736842,44.636870816,86.7160493827,19.0740740741,19,221,43.5478642336,84.135734072,37.9285714286,1
55.333683154,94.6172839506,42.3798480004,78.5308641975,24.6518201962,76.0617283951,18.6462263161,67.8518518519,60.5813937043,120.0,41.8018011779,139.631578947,44.6722181237,87.5308641975,16.0864197531,20,221,43.5069915232,84.2742382271,37.9523809524,1
52.0320970665,161.716049383,47.4663695834,174.259259259,39.6126651125,135.148148148,33.6400475153,153.432098765,41.615040963,201.631578947,25.0842348212,210.210526316,48.2606378246,166.518518519,12.5432098765,46,248,47.4372668766,161.202216066,61.3333333333,1
51.232753203,158.086419753,47.3242744605,170.234567901,39.754520333,133.530864198,31.5331215295,150.604938272,42.2393916266,198.210526316,24.6871841997,207.736842105,46.9347970217,166.37037037,12.1481481481,54,248,46.6901335393,158.177285319,64.7142857143,1
41.7363021218,145.790123457,36.7685743502,156.469135802,41.0659225937,100.901234568,43.9157268918,117.432098765,58.5871512674,173.421052632,22.8779732942,176.578947368,43.3504239802,146.888888889,10.6790123457,29,246,48.1376993291,134.595567867,57.9523809524,1
50.1184361653,157.283950617,45.9720795567,171.666666667,37.8213619319,131.962962963,34.879639325,151.580246914,40.8779685191,201.789473684,25.6603642536,208.421052632,46.9973585926,166.037037037,14.3827160494,51,245,46.7080080596,158.409972299,59.7142857143,1
32.6499541994,118.172839506,32.3499384624,109.777777778,16.2396415111,144.950617284,17.4786389542,140.419753086,23.9033140182,158.0,12.6723027749,164.789473684,26.5957390071,139.333333333,8.3950617284,57,191,30.5197825205,131.650969529,38.3333333333,1
31.7175511084,116.50617284,32.3945582993,107.555555556,19.0114237391,142.530864198,18.7873815751,137.851851852,23.4427457195,156.263157895,12.486003244,163.684210526,26.3202696032,138.691358025,8.95061728395,55,188,30.800232761,129.509695291,38.9285714286,1
31.7109766282,115.716049383,31.9573809316,109.901234568,17.8410482481,140.765432099,20.771897527,138.098765432,23.8249618859,155.947368421,12.4657980845,163.842105263,26.1684832154,138.975308642,5.81481481481,58,189,30.4136858712,129.509695291,37.5714285714,1
33.8752249321,120.555555556,33.8757828443,113.24691358,20.2222900555,141.148148148,24.402376821,133.592592593,23.976904862,158.052631579,13.7965028288,163.157894737,28.6401180752,136.12345679,7.30864197531,46,189,31.3804394041,130.495844875,36.3571428571,1
31.722913491,120.049382716,32.0783933453,111.62962963,23.6097159275,139.160493827,24.017718146,131.839506173,23.7386508822,156.947368421,14.2393469924,161.631578947,28.6401446839,135.37037037,8.41975308642,51,189,30.8272991554,129.041551247,35.5238095238,1
32.6832400125,119.580246914,32.4830135108,112.197530864,21.408995057,138.024691358,28.0719729498,131.37037037,23.9162898391,156.105263158,13.1439926558,162.842105263,27.9462436049,135.913580247,7.38271604938,36,188,31.4315991808,128.72299169,35.9761904762,1
24.2912395621,170.901234568,23.4504474856,190.950617284,16.2388249594,160.320987654,20.66295673,189.172839506,27.0941724883,195.105263158,20.5888386513,210.684210526,27.1792303499,185.259259259,20.049382716,101,251,25.8936347713,180.271468144,102.928571429,1
27.2612105671,166.75308642,23.8413122434,187.24691358,17.4994763351,158.12345679,21.4523287353,185.086419753,27.7986428254,194.157894737,19.5555887825,208.0,26.1309938018,185.382716049,20.4938271605,68,251,26.8271363514,176.908587258,103.80952381,1
26.4975144995,167.827160494,23.2383591979,186.419753086,18.0068574043,156.555555556,22.2959750055,186.024691358,25.9416562518,194.368421053,22.9704133441,208.789473684,26.5829447061,184.62962963,18.5925925926,71,251,27.0354948068,176.87534626,101.80952381,1
46.2353079767,144.444444444,48.5048452445,142.654320988,23.7851032906,162.518518519,43.4375904557,148.12345679,22.921400082,187.368421053,19.4941570904,189.631578947,39.7223138315,161.802469136,1.79012345679,10,229,42.3811914841,153.387811634,31.3571428571,1
56.4458485724,174.197530864,56.4252692011,142.938271605,54.3619290158,146.12345679,45.2517724304,118.925925926,70.1683768377,182.368421053,23.491496664,224.789473684,60.3210381892,164.802469136,31.2592592593,36,249,59.4149020469,151.407202216,57.3571428571,1
53.7534153344,173.950617284,53.3271629947,140.061728395,55.2980947836,145.814814815,40.8075807859,115.024691358,66.730325101,181.894736842,23.5534401508,223.157894737,58.7818734133,164.666666667,33.8888888889,36,246,57.9145425969,149.650969529,57.7857142857,1
54.5884213694,170.592592593,53.8349354448,144.518518519,50.8097875112,140.913580247,47.1864869225,119.580246914,70.9943230534,179.736842105,21.9354378781,224.684210526,59.326674616,164.333333333,26.0740740741,34,249,57.7619668065,149.786703601,56.1904761905,1
57.1601605195,174.444444444,59.3062031139,142.308641975,54.1912086079,145.320987654,43.9760815398,118.259259259,67.424195662,183.631578947,23.5918667614,223.947368421,60.5205080995,162.308641975,32.1358024691,30,251,59.9023427496,151.013850416,52.2380952381,1
55.4480303757,175.901234568,57.8188863992,140.839506173,54.1440468405,147.049382716,39.5081210939,115.185185185,64.1823061369,183.0,23.6004366362,222.578947368,59.8649626067,161.839506173,35.0617283951,25,248,58.7496768323,150.603878116,53.6666666667,1
56.1961612148,171.938271605,57.8138327938,143.827160494,50.1894627123,142.074074074,45.3613142889,120.259259259,68.4062737075,180.947368421,21.9806008654,224.105263158,59.2953362404,162.296296296,28.1111111111,33,250,58.3569351404,150.379501385,52.4047619048,1
55.7963369295,171.419753086,52.3078741891,140.901234568,55.5503893346,144.135802469,46.3473200312,117.888888889,71.1493688446,180.368421053,24.0575257027,225.157894737,59.7338633501,167.37037037,30.5185185185,29,249,58.9063026047,149.56232687,61.2380952381,1
52.8387821573,168.62962963,51.3233382392,136.703703704,55.0506050881,144.456790123,41.7007103721,113.962962963,67.8994694393,179.631578947,24.1102040443,223.526315789,58.0159725522,167.456790123,31.9259259259,39,246,57.2608518131,147.060941828,60.4047619048,1
53.5702158215,166.098765432,49.9301020344,141.481481481,51.6910941267,139.135802469,48.1883909063,119.049382716,71.4326290893,177.894736842,22.221498911,224.684210526,58.4850766558,166.802469136,24.6172839506,34,247,56.9421666309,147.48199446,59.119047619,1
46.2651384865,178.135802469,53.8415599723,169.555555556,25.8533257448,211.024691358,37.7893631876,177.160493827,42.2285038498,198.736842105,19.7659434578,223.789473684,46.7692614491,190.283950617,8.58024691358,44,249,45.06785748,186.828254848,69.3333333333,1
40.6649838116,153.160493827,37.1425164669,145.962962963,50.4405315041,122.271604938,44.86027691,117.111111111,50.4692111513,169.736842105,13.84240544,192.578947368,29.496511668,161.827160494,7.1975308642,45,241,47.5711093359,139.337950139,57.380952381,1
42.8046893063,140.925925926,46.5945978227,136.827160494,27.6557869982,159.50617284,39.8031507462,147.925925926,22.1331903788,189.263157895,17.7701545675,189.105263158,39.5617664395,160.950617284,4.0987654321,19,224,41.2140854498,150.64265928,32.8571428571,1
45.2455610934,175.728395062,52.6010020518,163.456790123,29.2524813736,207.345679012,37.3323780007,172.518518519,39.9463629303,198.842105263,19.7339647025,221.210526316,46.0990200156,189.061728395,12.2716049383,42,248,45.1054728318,182.922437673,70.4523809524,1
46.7459187261,174.679012346,49.8342413205,165.827160494,29.2586497827,203.740740741,40.4816678522,175.0,43.3873234228,196.526315789,19.6423703937,222.578947368,44.6158867559,190.87654321,8.85185185185,32,248,44.8470316952,182.916897507,68.0238095238,1
57.5187450808,149.296296296,61.5619286267,157.740740741,28.6740561078,183.345679012,33.9968842992,180.802469136,41.7862918052,189.894736842,6.19310670319,226.526315789,60.5340606947,175.530864198,8.44444444444,37,238,49.9957836176,171.858725762,42.1666666667,1
54.4795804991,144.222222222,59.8494631394,152.358024691,31.6488988249,180.432098765,36.0366542724,174.432098765,40.5426487935,190.631578947,6.69145897908,225.526315789,60.0049609289,174.148148148,8.13580246914,41,237,49.8796799714,167.415512465,42.0238095238,1
56.3861125632,145.703703704,57.3647179654,152.827160494,33.1386909745,175.444444444,36.1740571994,178.925925926,42.0065949182,186.157894737,6.0023079587,224.842105263,58.441176686,176.24691358,7.12345679012,41,237,49.6274191648,167.470914127,41.0238095238,1
63.2721818703,133.962962963,70.4789826752,122.50617284,32.0238727443,165.049382716,26.4714274851,161.679012346,19.0555391791,176.789473684,16.5258129323,220.052631579,37.6257450767,183.209876543,11.4567901235,13,252,55.0436886441,151.185595568,67.4285714286,1
60.1835732611,131.75308642,70.5479003872,123.864197531,34.0592963124,163.962962963,25.9300408257,157.419753086,20.1970898318,175.157894737,16.7149807573,218.631578947,35.8616241826,183.234567901,7.88888888889,14,251,54.1729490118,149.63434903,69.0,1
63.4398017323,134.308641975,67.2087426542,121.148148148,31.2055884693,159.962962963,29.4233094424,159.851851852,19.3114149643,175.263157895,16.0471949379,218.473684211,36.4249420869,182.703703704,13.1604938272,13,250,54.0474437237,149.243767313,68.1904761905,1
43.9086982782,107.567901235,34.9321025832,189.913580247,38.5496115404,102.567901235,44.3342495376,196.827160494,36.1521101632,150.157894737,50.072910829,191.421052632,57.136231952,138.716049383,82.3456790123,24,254,59.3747800639,151.567867036,55.1428571429,1
43.189519014,105.456790123,35.1111111111,184.888888889,36.9335137558,101.802469136,42.7620782479,187.851851852,37.9643366691,149.157894737,51.3752691725,191.947368421,55.8112169479,138.50617284,79.4320987654,26,254,57.2064480335,147.756232687,54.3095238095,1
44.1012296603,139.913580247,46.1395106489,141.098765432,25.0440489852,158.407407407,44.0255257048,145.777777778,23.6216718185,185.263157895,21.0349926106,186.947368421,38.6577887416,161.913580247,1.18518518519,17,224,41.605278996,150.32132964,32.119047619,1
41.7058233934,104.209876543,32.3217280093,185.148148148,34.8852103292,97.9012345679,41.5241843691,194.296296296,33.9942964093,148.421052632,47.3029371925,186.894736842,56.4861024892,137.75308642,80.9382716049,32,253,57.6607145744,147.800554017,55.3571428571,1
35.9119653839,166.098765432,43.9026892231,158.617283951,14.511693197,190.419753086,15.8486304946,185.864197531,16.7310483186,193.421052632,7.45401414473,199.736842105,25.2912798019,180.074074074,7.48148148148,45,214,32.2931376607,177.415512465,82.9523809524,1
37.6010065793,162.061728395,44.9569151396,154.75308642,21.9723260564,185.790123457,20.217141616,181.604938272,17.1123062423,190.894736842,7.40965904016,199.210526316,24.1886226989,179.50617284,7.30864197531,40,212,34.5549541812,173.487534626,84.9523809524,1
38.5690907327,162.740740741,41.9726796562,155.530864198,21.5299226773,184.234567901,22.6263863833,181.148148148,16.4930943326,193.368421053,7.32165611043,199.157894737,24.4796292483,179.790123457,7.20987654321,46,213,33.9901491378,173.490304709,79.2380952381,1
56.7178928738,140.283950617,57.69062753,147.962962963,49.6925097635,131.012345679,42.1640310864,131.49382716,65.1892620697,171.789473684,21.5431024497,207.0,61.57726685,143.765432099,7.67901234568,31,251,54.4998584826,142.83933518,35.8571428571,1
56.0446481929,140.098765432,55.8591703624,145.111111111,49.1845747148,130.839506173,40.7102916517,127.925925926,65.0912847182,169.578947368,21.2438682696,208.526315789,60.6436391375,143.580246914,5.01234567901,36,250,53.7201422593,141.282548476,35.2142857143,1
56.1363006926,136.728395062,57.2258059527,146.481481481,48.5847661317,127.197530864,41.7728450522,131.358024691,64.0571074854,172.052631579,21.6049907028,204.526315789,60.5000450319,143.061728395,9.75308641975,33,251,53.9652313262,140.706371191,35.3571428571,1
64.6525258062,95.4320987654,70.691116544,94.975308642,55.7069049514,152.0,50.716052388,152.259259259,77.1129688982,163.894736842,13.6740853229,233.578947368,70.4193396868,164.925925926,0.456790123457,5,252,70.7173488213,131.213296399,40.7619047619,1
62.3227362749,92.7777777778,71.7771110146,97.5061728395,55.3573281087,154.382716049,48.8620577327,147.259259259,73.8109811737,167.210526316,13.1281769668,232.421052632,70.1683867537,164.049382716,4.72839506173,7,252,69.8415705921,130.711911357,41.1428571429,1
65.4572418499,99.0617283951,68.2211051592,92.6790123457,54.4337214042,146.209876543,50.3101340383,154.432098765,77.1112446036,160.473684211,13.1368252362,232.052631579,68.558526858,165.111111111,6.38271604938,5,252,69.5430070711,130.440443213,41.1428571429,1
48.5453260531,147.765432099,51.9588578405,143.259259259,26.7826581167,160.469135802,52.2380094632,139.827160494,24.3033688943,188.368421053,26.5160798964,185.947368421,40.6454103524,160.0,4.50617283951,11,237,46.5640602612,151.806094183,30.8095238095,1
49.5108338066,170.617283951,46.7763261849,158.0,49.4507309393,134.395061728,47.5103049973,126.740740741,67.0023359249,162.947368421,18.2410756839,210.0,54.0485931283,162.308641975,12.6172839506,24,247,52.9987616065,151.28531856,61.0476190476,1
46.8459258765,166.049382716,45.1121449739,153.740740741,47.6163797019,135.296296296,43.7868011005,119.222222222,65.4387705186,160.631578947,18.4535052485,208.684210526,52.6211711607,161.777777778,12.3086419753,30,246,51.1017739713,147.628808864,60.2619047619,1
47.567092174,165.962962963,44.9554301796,156.49382716,47.1767472477,126.308641975,45.451294254,128.209876543,67.0128362451,162.736842105,19.6036912121,208.894736842,52.7161043166,162.0,9.46913580247,32,246,51.426305344,148.349030471,59.3333333333,1
59.1527927344,152.691358025,58.4769373549,111.580246914,66.6451291227,112.209876543,52.0730203781,57.9259259259,77.2427909482,126.157894737,27.914987684,191.736842105,55.894851422,136.012345679,41.1111111111,0,247,69.6773625039,113.614958449,54.119047619,1
54.1906348435,145.358024691,55.1137190188,108.691358025,62.2345225937,112.777777778,48.3549121689,53.4444444444,75.0879447447,122.894736842,27.8859966446,189.947368421,55.5220255469,134.345679012,36.6666666667,0,245,66.2451305635,110.177285319,52.1428571429,1
56.779274326,150.12345679,53.0322635045,108.456790123,61.9109276539,103.777777778,54.4465859997,61.962962963,77.9267359594,124.947368421,26.5242271525,182.789473684,52.8651460811,136.641975309,41.6666666667,0,242,66.2235351106,110.817174515,54.6904761905,1
50.3211360688,155.074074074,43.5909719954,134.444444444,42.1953130625,137.444444444,40.3841559126,113.691358025,53.1742028137,158.631578947,22.5372575492,213.578947368,51.4418653269,163.864197531,20.6296296296,40,254,49.2672217306,140.243767313,48.0,1
46.7910485592,152.172839506,43.3364671232,131.888888889,43.4033938228,138.185185185,37.9565848301,110.37037037,54.4886071601,159.210526316,22.8607733563,213.263157895,51.3513261301,162.679012346,20.2839506173,42,249,48.5959511738,138.454293629,48.0,1
51.1912683312,153.814814815,41.6467643368,133.938271605,39.5029512575,133.382716049,41.9011981929,113.234567901,51.3568256973,154.947368421,22.2268585499,210.421052632,50.0040358072,164.061728395,19.8765432099,32,252,48.4980509075,138.473684211,48.2380952381,1
50.3593336977,156.75308642,43.989055878,131.555555556,41.5354513695,134.061728395,38.9750524986,110.790123457,51.9579523159,159.052631579,27.12778829,209.368421053,51.9350126778,160.62962963,25.1975308642,40,252,49.3347282234,138.362880886,45.7380952381,1
46.5391883517,146.172839506,50.8375334641,137.197530864,30.5865586572,157.765432099,48.8613839576,139.814814815,23.1309652035,190.105263158,23.467546991,186.105263158,40.6023613249,159.061728395,8.97530864198,10,229,45.7117913348,149.578947368,32.0,1
47.9100411912,153.617283951,45.1754087784,127.851851852,43.5637152571,135.172839506,37.2672515952,107.938271605,53.0820720318,159.631578947,26.8916982525,209.684210526,52.0905294526,159.308641975,25.7654320988,44,249,49.4447330242,136.484764543,47.0952380952,1
51.4313401199,154.950617284,41.1705646548,132.50617284,40.3792039265,129.62962963,39.9300638426,111.098765432,50.3974233172,155.684210526,26.8939643519,206.368421053,50.5622012847,160.790123457,22.4444444444,42,250,48.5041381972,136.911357341,45.7619047619,1
74.2938406595,119.074074074,73.777461698,113.814814815,44.3057128326,131.938271605,53.958580648,132.049382716,80.6827513859,160.631578947,23.9786377689,212.157894737,75.6560716846,149.617283951,5.25925925926,3,251,66.1737794299,130.418282548,48.4285714286,1
